Date;14 - Time deposits (CDB/RDB-preset) - Daily return (%) - % p.d.
26/08/2004;0.0566
27/08/2004;0.0578
30/08/2004;0.0581
31/08/2004;0.0581
01/09/2004;0.0585
02/09/2004;0.0586
03/09/2004;0.0578
06/09/2004;0.0575
08/09/2004;0.0581
09/09/2004;0.0587
10/09/2004;0.0588
13/09/2004;0.0586
14/09/2004;0.0590
15/09/2004;0.0585
16/09/2004;0.0591
17/09/2004;0.0595
20/09/2004;0.0597
21/09/2004;0.0596
22/09/2004;0.0595
23/09/2004;0.0595
24/09/2004;0.0599
27/09/2004;0.0593
28/09/2004;0.0599
29/09/2004;0.0595
30/09/2004;0.0597
01/10/2004;0.0598
04/10/2004;0.0593
05/10/2004;0.0596
06/10/2004;0.0582
07/10/2004;0.0568
08/10/2004;0.0559
11/10/2004;0.0546
13/10/2004;0.0595
14/10/2004;0.0567
15/10/2004;0.0581
18/10/2004;0.0566
19/10/2004;0.0568
20/10/2004;0.0578
21/10/2004;0.0573
22/10/2004;0.0581
25/10/2004;0.0579
26/10/2004;0.0576
27/10/2004;0.0576
28/10/2004;0.0614
29/10/2004;0.0613
01/11/2004;0.0586
03/11/2004;0.0595
04/11/2004;0.0595
05/11/2004;0.0604
08/11/2004;0.0602
09/11/2004;0.0574
10/11/2004;0.0596
11/11/2004;0.0562
12/11/2004;0.0605
16/11/2004;0.0603
17/11/2004;0.0607
18/11/2004;0.0612
19/11/2004;0.0608
22/11/2004;0.0620
23/11/2004;0.0624
24/11/2004;0.0610
25/11/2004;0.0599
26/11/2004;0.0567
29/11/2004;0.0596
30/11/2004;0.0614
01/12/2004;0.0604
02/12/2004;0.0595
03/12/2004;0.0558
06/12/2004;0.0615
07/12/2004;0.0575
08/12/2004;0.0609
09/12/2004;0.0599
10/12/2004;0.0626
13/12/2004;0.0610
14/12/2004;0.0570
15/12/2004;0.0517
16/12/2004;0.0594
17/12/2004;0.0586
20/12/2004;0.0614
21/12/2004;0.0572
22/12/2004;0.0625
23/12/2004;0.0587
24/12/2004;0.0521
27/12/2004;0.0589
28/12/2004;0.0622
29/12/2004;0.0626
30/12/2004;0.0622
31/12/2004;0.0667
03/01/2005;0.0621
04/01/2005;0.0606
05/01/2005;0.0624
06/01/2005;0.0642
07/01/2005;0.0622
10/01/2005;0.0636
11/01/2005;0.0612
12/01/2005;0.0624
13/01/2005;0.0632
14/01/2005;0.0614
17/01/2005;0.0630
18/01/2005;0.0629
19/01/2005;0.0635
20/01/2005;0.0646
21/01/2005;0.0648
24/01/2005;0.0622
25/01/2005;0.0564
26/01/2005;0.0624
27/01/2005;0.0635
28/01/2005;0.0609
31/01/2005;0.0620
01/02/2005;0.0630
02/02/2005;0.0639
03/02/2005;0.0630
04/02/2005;0.0637
09/02/2005;0.0593
10/02/2005;0.0636
11/02/2005;0.0617
14/02/2005;0.0663
15/02/2005;0.0658
16/02/2005;0.0629
17/02/2005;0.0649
18/02/2005;0.0636
21/02/2005;0.0651
22/02/2005;0.0613
23/02/2005;0.0657
24/02/2005;0.0647
25/02/2005;0.0609
28/02/2005;0.0661
01/03/2005;0.0640
02/03/2005;0.0627
03/03/2005;0.0644
04/03/2005;0.0632
07/03/2005;0.0646
08/03/2005;0.0619
09/03/2005;0.0630
10/03/2005;0.0629
11/03/2005;0.0620
14/03/2005;0.0649
15/03/2005;0.0618
16/03/2005;0.0655
17/03/2005;0.0629
18/03/2005;0.0649
21/03/2005;0.0659
22/03/2005;0.0635
23/03/2005;0.0637
24/03/2005;0.0631
28/03/2005;0.0664
29/03/2005;0.0645
30/03/2005;0.0661
31/03/2005;0.0675
01/04/2005;0.0641
04/04/2005;0.0664
05/04/2005;0.0637
06/04/2005;0.0666
07/04/2005;0.0658
08/04/2005;0.0639
11/04/2005;0.0651
12/04/2005;0.0633
13/04/2005;0.0644
14/04/2005;0.0622
15/04/2005;0.0636
18/04/2005;0.0658
19/04/2005;0.0637
20/04/2005;0.0641
22/04/2005;0.0648
25/04/2005;0.0678
26/04/2005;0.0625
27/04/2005;0.0661
28/04/2005;0.0652
29/04/2005;0.0634
02/05/2005;0.0652
03/05/2005;0.0646
04/05/2005;0.0708
05/05/2005;0.0631
06/05/2005;0.0666
09/05/2005;0.0661
10/05/2005;0.0638
11/05/2005;0.0643
12/05/2005;0.0616
13/05/2005;0.0609
16/05/2005;0.0643
17/05/2005;0.0641
18/05/2005;0.0651
19/05/2005;0.0700
20/05/2005;0.0705
23/05/2005;0.0666
24/05/2005;0.0652
25/05/2005;0.0675
27/05/2005;0.0670
30/05/2005;0.0682
31/05/2005;0.0646
01/06/2005;0.0646
02/06/2005;0.0652
03/06/2005;0.0654
06/06/2005;0.0665
07/06/2005;0.0670
08/06/2005;0.0650
09/06/2005;0.0643
10/06/2005;0.0646
13/06/2005;0.0647
14/06/2005;0.0646
15/06/2005;0.0644
16/06/2005;0.0655
17/06/2005;0.0652
20/06/2005;0.0661
21/06/2005;0.0638
22/06/2005;0.0690
23/06/2005;0.0637
24/06/2005;0.0644
27/06/2005;0.0613
28/06/2005;0.0638
29/06/2005;0.0674
30/06/2005;0.0637
01/07/2005;0.0648
04/07/2005;0.0685
05/07/2005;0.0648
06/07/2005;0.0680
07/07/2005;0.0651
08/07/2005;0.0633
11/07/2005;0.0656
12/07/2005;0.0680
13/07/2005;0.0642
14/07/2005;0.0678
15/07/2005;0.0658
18/07/2005;0.0659
19/07/2005;0.0634
20/07/2005;0.0665
21/07/2005;0.0641
22/07/2005;0.0678
25/07/2005;0.0679
26/07/2005;0.0673
27/07/2005;0.0682
28/07/2005;0.0651
29/07/2005;0.0652
01/08/2005;0.0689
02/08/2005;0.0631
03/08/2005;0.0678
04/08/2005;0.0650
05/08/2005;0.0657
08/08/2005;0.0658
09/08/2005;0.0632
10/08/2005;0.0655
11/08/2005;0.0631
12/08/2005;0.0646
15/08/2005;0.0681
16/08/2005;0.0663
17/08/2005;0.0665
18/08/2005;0.0635
19/08/2005;0.0662
22/08/2005;0.0689
23/08/2005;0.0624
24/08/2005;0.0708
25/08/2005;0.0701
26/08/2005;0.0639
29/08/2005;0.0675
30/08/2005;0.0658
31/08/2005;0.0661
01/09/2005;0.0673
02/09/2005;0.0661
05/09/2005;0.0680
06/09/2005;0.0651
08/09/2005;0.0641
09/09/2005;0.0639
12/09/2005;0.0667
13/09/2005;0.0650
14/09/2005;0.0675
15/09/2005;0.0673
16/09/2005;0.0638
19/09/2005;0.0661
20/09/2005;0.0668
21/09/2005;0.0678
22/09/2005;0.0661
23/09/2005;0.0653
26/09/2005;0.0691
27/09/2005;0.0672
28/09/2005;0.0690
29/09/2005;0.0670
30/09/2005;0.0681
03/10/2005;0.0650
04/10/2005;0.0618
05/10/2005;0.0679
06/10/2005;0.0619
07/10/2005;0.0635
10/10/2005;0.0642
11/10/2005;0.0638
13/10/2005;0.0645
14/10/2005;0.0592
17/10/2005;0.0654
18/10/2005;0.0670
19/10/2005;0.0685
20/10/2005;0.0666
21/10/2005;0.0655
24/10/2005;0.0657
25/10/2005;0.0649
26/10/2005;0.0643
27/10/2005;0.0628
28/10/2005;0.0645
31/10/2005;0.0651
01/11/2005;0.0636
03/11/2005;0.0630
04/11/2005;0.0637
07/11/2005;0.0636
08/11/2005;0.0643
09/11/2005;0.0633
10/11/2005;0.0601
11/11/2005;0.0589
14/11/2005;0.0593
16/11/2005;0.0628
17/11/2005;0.0621
18/11/2005;0.0629
21/11/2005;0.0640
22/11/2005;0.0634
23/11/2005;0.0632
24/11/2005;0.0660
25/11/2005;0.0631
28/11/2005;0.0624
29/11/2005;0.0656
30/11/2005;0.0635
01/12/2005;0.0590
02/12/2005;0.0606
05/12/2005;0.0624
06/12/2005;0.0634
07/12/2005;0.0641
08/12/2005;0.0631
09/12/2005;0.0584
12/12/2005;0.0608
13/12/2005;0.0621
14/12/2005;0.0605
15/12/2005;0.0562
16/12/2005;0.0595
19/12/2005;0.0601
20/12/2005;0.0607
21/12/2005;0.0617
22/12/2005;0.0629
23/12/2005;0.0625
26/12/2005;0.0621
27/12/2005;0.0591
28/12/2005;0.0592
29/12/2005;0.0626
30/12/2005;0.0564
02/01/2006;0.0604
03/01/2006;0.0619
04/01/2006;0.0624
05/01/2006;0.0613
06/01/2006;0.0625
09/01/2006;0.0611
10/01/2006;0.0580
11/01/2006;0.0598
12/01/2006;0.0588
13/01/2006;0.0562
16/01/2006;0.0573
17/01/2006;0.0599
18/01/2006;0.0605
19/01/2006;0.0586
20/01/2006;0.0584
23/01/2006;0.0585
24/01/2006;0.0598
25/01/2006;0.0602
26/01/2006;0.0600
27/01/2006;0.0556
30/01/2006;0.0570
31/01/2006;0.0605
01/02/2006;0.0579
02/02/2006;0.0569
03/02/2006;0.0594
06/02/2006;0.0591
07/02/2006;0.0583
08/02/2006;0.0595
09/02/2006;0.0555
10/02/2006;0.0557
13/02/2006;0.0606
14/02/2006;0.0562
15/02/2006;0.0595
16/02/2006;0.0569
17/02/2006;0.0551
20/02/2006;0.0566
21/02/2006;0.0554
22/02/2006;0.0617
23/02/2006;0.0619
24/02/2006;0.0574
01/03/2006;0.0537
02/03/2006;0.0595
03/03/2006;0.0532
06/03/2006;0.0589
07/03/2006;0.0568
08/03/2006;0.0565
09/03/2006;0.0601
10/03/2006;0.0558
13/03/2006;0.0584
14/03/2006;0.0548
15/03/2006;0.0535
16/03/2006;0.0557
17/03/2006;0.0563
20/03/2006;0.0537
21/03/2006;0.0542
22/03/2006;0.0571
23/03/2006;0.0594
24/03/2006;0.0522
27/03/2006;0.0564
28/03/2006;0.0591
29/03/2006;0.0544
30/03/2006;0.0585
31/03/2006;0.0564
03/04/2006;0.0554
04/04/2006;0.0532
05/04/2006;0.0551
06/04/2006;0.0575
07/04/2006;0.0562
10/04/2006;0.0541
11/04/2006;0.0536
12/04/2006;0.0576
13/04/2006;0.0550
17/04/2006;0.0553
18/04/2006;0.0528
19/04/2006;0.0583
20/04/2006;0.0559
24/04/2006;0.0559
25/04/2006;0.0566
26/04/2006;0.0562
27/04/2006;0.0521
28/04/2006;0.0566
02/05/2006;0.0519
03/05/2006;0.0534
04/05/2006;0.0532
05/05/2006;0.0543
08/05/2006;0.0556
09/05/2006;0.0521
10/05/2006;0.0530
11/05/2006;0.0520
12/05/2006;0.0555
15/05/2006;0.0511
16/05/2006;0.0523
17/05/2006;0.0524
18/05/2006;0.0506
19/05/2006;0.0561
22/05/2006;0.0550
23/05/2006;0.0568
24/05/2006;0.0567
25/05/2006;0.0565
26/05/2006;0.0565
29/05/2006;0.0547
30/05/2006;0.0546
31/05/2006;0.0550
01/06/2006;0.0516
02/06/2006;0.0517
05/06/2006;0.0529
06/06/2006;0.0522
07/06/2006;0.0531
08/06/2006;0.0554
09/06/2006;0.0545
12/06/2006;0.0532
13/06/2006;0.0502
14/06/2006;0.0522
16/06/2006;0.0550
19/06/2006;0.0521
20/06/2006;0.0545
21/06/2006;0.0530
22/06/2006;0.0550
23/06/2006;0.0545
26/06/2006;0.0529
27/06/2006;0.0491
28/06/2006;0.0546
29/06/2006;0.0511
30/06/2006;0.0545
03/07/2006;0.0539
04/07/2006;0.0508
05/07/2006;0.0513
06/07/2006;0.0528
07/07/2006;0.0500
10/07/2006;0.0523
11/07/2006;0.0518
12/07/2006;0.0511
13/07/2006;0.0485
14/07/2006;0.0490
17/07/2006;0.0518
18/07/2006;0.0503
19/07/2006;0.0500
20/07/2006;0.0511
21/07/2006;0.0499
24/07/2006;0.0524
25/07/2006;0.0485
26/07/2006;0.0528
27/07/2006;0.0487
28/07/2006;0.0489
31/07/2006;0.0504
01/08/2006;0.0498
02/08/2006;0.0499
03/08/2006;0.0503
04/08/2006;0.0494
07/08/2006;0.0525
08/08/2006;0.0504
09/08/2006;0.0507
10/08/2006;0.0499
11/08/2006;0.0488
14/08/2006;0.0495
15/08/2006;0.0475
16/08/2006;0.0508
17/08/2006;0.0495
18/08/2006;0.0498
21/08/2006;0.0517
22/08/2006;0.0522
23/08/2006;0.0517
24/08/2006;0.0519
25/08/2006;0.0478
28/08/2006;0.0507
29/08/2006;0.0488
30/08/2006;0.0502
31/08/2006;0.0529
01/09/2006;0.0478
04/09/2006;0.0508
05/09/2006;0.0492
06/09/2006;0.0482
08/09/2006;0.0474
11/09/2006;0.0489
12/09/2006;0.0483
13/09/2006;0.0479
14/09/2006;0.0503
15/09/2006;0.0488
18/09/2006;0.0509
19/09/2006;0.0497
20/09/2006;0.0486
21/09/2006;0.0457
22/09/2006;0.0444
25/09/2006;0.0501
26/09/2006;0.0463
27/09/2006;0.0493
28/09/2006;0.0470
29/09/2006;0.0478
02/10/2006;0.0485
03/10/2006;0.0467
04/10/2006;0.0494
05/10/2006;0.0467
06/10/2006;0.0473
09/10/2006;0.0493
10/10/2006;0.0465
11/10/2006;0.0482
13/10/2006;0.0448
16/10/2006;0.0458
17/10/2006;0.0476
18/10/2006;0.0478
19/10/2006;0.0457
20/10/2006;0.0456
23/10/2006;0.0491
24/10/2006;0.0474
25/10/2006;0.0487
26/10/2006;0.0468
27/10/2006;0.0463
30/10/2006;0.0461
31/10/2006;0.0456
01/11/2006;0.0461
03/11/2006;0.0431
06/11/2006;0.0480
07/11/2006;0.0467
08/11/2006;0.0463
09/11/2006;0.0471
10/11/2006;0.0465
13/11/2006;0.0488
14/11/2006;0.0433
16/11/2006;0.0456
17/11/2006;0.0462
20/11/2006;0.0471
21/11/2006;0.0485
22/11/2006;0.0441
23/11/2006;0.0473
24/11/2006;0.0407
27/11/2006;0.0473
28/11/2006;0.0464
29/11/2006;0.0479
30/11/2006;0.0458
01/12/2006;0.0481
04/12/2006;0.0470
05/12/2006;0.0439
06/12/2006;0.0438
07/12/2006;0.0446
08/12/2006;0.0449
11/12/2006;0.0469
12/12/2006;0.0443
13/12/2006;0.0438
14/12/2006;0.0409
15/12/2006;0.0441
18/12/2006;0.0472
19/12/2006;0.0450
20/12/2006;0.0462
21/12/2006;0.0455
22/12/2006;0.0454
26/12/2006;0.0457
27/12/2006;0.0463
28/12/2006;0.0470
29/12/2006;0.0422
02/01/2007;0.0454
03/01/2007;0.0442
04/01/2007;0.0454
05/01/2007;0.0448
08/01/2007;0.0458
09/01/2007;0.0433
10/01/2007;0.0447
11/01/2007;0.0427
12/01/2007;0.0416
15/01/2007;0.0468
16/01/2007;0.0442
17/01/2007;0.0443
18/01/2007;0.0429
19/01/2007;0.0437
22/01/2007;0.0444
23/01/2007;0.0448
24/01/2007;0.0409
25/01/2007;0.0372
26/01/2007;0.0416
29/01/2007;0.0442
30/01/2007;0.0464
31/01/2007;0.0434
01/02/2007;0.0441
02/02/2007;0.0441
05/02/2007;0.0463
06/02/2007;0.0438
07/02/2007;0.0432
08/02/2007;0.0427
09/02/2007;0.0457
12/02/2007;0.0439
13/02/2007;0.0429
14/02/2007;0.0440
15/02/2007;0.0415
16/02/2007;0.0445
21/02/2007;0.0434
22/02/2007;0.0433
23/02/2007;0.0451
26/02/2007;0.0430
27/02/2007;0.0432
28/02/2007;0.0451
01/03/2007;0.0438
02/03/2007;0.0422
05/03/2007;0.0442
06/03/2007;0.0456
07/03/2007;0.0437
08/03/2007;0.0426
09/03/2007;0.0423
12/03/2007;0.0431
13/03/2007;0.0423
14/03/2007;0.0428
15/03/2007;0.0419
16/03/2007;0.0416
19/03/2007;0.0445
20/03/2007;0.0429
21/03/2007;0.0434
22/03/2007;0.0400
23/03/2007;0.0437
26/03/2007;0.0417
27/03/2007;0.0423
28/03/2007;0.0446
29/03/2007;0.0428
30/03/2007;0.0403
02/04/2007;0.0423
03/04/2007;0.0426
04/04/2007;0.0441
05/04/2007;0.0435
09/04/2007;0.0432
10/04/2007;0.0409
11/04/2007;0.0410
12/04/2007;0.0401
13/04/2007;0.0393
16/04/2007;0.0441
17/04/2007;0.0406
18/04/2007;0.0410
19/04/2007;0.0422
20/04/2007;0.0432
23/04/2007;0.0428
24/04/2007;0.0410
25/04/2007;0.0434
26/04/2007;0.0368
27/04/2007;0.0447
30/04/2007;0.0435
02/05/2007;0.0428
03/05/2007;0.0404
04/05/2007;0.0421
07/05/2007;0.0436
08/05/2007;0.0401
09/05/2007;0.0426
10/05/2007;0.0415
11/05/2007;0.0406
14/05/2007;0.0433
15/05/2007;0.0375
16/05/2007;0.0420
17/05/2007;0.0442
18/05/2007;0.0433
21/05/2007;0.0409
22/05/2007;0.0400
23/05/2007;0.0403
24/05/2007;0.0355
25/05/2007;0.0420
28/05/2007;0.0419
29/05/2007;0.0368
30/05/2007;0.0360
31/05/2007;0.0384
01/06/2007;0.0405
04/06/2007;0.0429
05/06/2007;0.0357
06/06/2007;0.0424
08/06/2007;0.0381
11/06/2007;0.0420
12/06/2007;0.0350
13/06/2007;0.0335
14/06/2007;0.0326
15/06/2007;0.0327
18/06/2007;0.0422
19/06/2007;0.0367
20/06/2007;0.0340
21/06/2007;0.0419
22/06/2007;0.0407
25/06/2007;0.0345
26/06/2007;0.0337
27/06/2007;0.0422
28/06/2007;0.0359
29/06/2007;0.0409
02/07/2007;0.0382
03/07/2007;0.0420
04/07/2007;0.0419
05/07/2007;0.0350
06/07/2007;0.0349
09/07/2007;0.0351
10/07/2007;0.0359
11/07/2007;0.0356
12/07/2007;0.0343
13/07/2007;0.0350
16/07/2007;0.0415
17/07/2007;0.0331
18/07/2007;0.0400
19/07/2007;0.0348
20/07/2007;0.0353
23/07/2007;0.0416
24/07/2007;0.0351
25/07/2007;0.0423
26/07/2007;0.0356
27/07/2007;0.0364
30/07/2007;0.0413
31/07/2007;0.0406
01/08/2007;0.0399
02/08/2007;0.0403
03/08/2007;0.0416
06/08/2007;0.0416
07/08/2007;0.0364
08/08/2007;0.0342
09/08/2007;0.0416
10/08/2007;0.0345
13/08/2007;0.0412
14/08/2007;0.0356
15/08/2007;0.0348
16/08/2007;0.0374
17/08/2007;0.0366
20/08/2007;0.0406
21/08/2007;0.0403
22/08/2007;0.0414
23/08/2007;0.0323
24/08/2007;0.0352
27/08/2007;0.0408
28/08/2007;0.0398
29/08/2007;0.0333
30/08/2007;0.0299
31/08/2007;0.0332
03/09/2007;0.0413
04/09/2007;0.0414
05/09/2007;0.0392
06/09/2007;0.0399
10/09/2007;0.0411
11/09/2007;0.0402
12/09/2007;0.0347
13/09/2007;0.0344
14/09/2007;0.0349
17/09/2007;0.0349
18/09/2007;0.0349
19/09/2007;0.0356
20/09/2007;0.0343
21/09/2007;0.0402
24/09/2007;0.0400
25/09/2007;0.0400
26/09/2007;0.0399
27/09/2007;0.0382
28/09/2007;0.0350
01/10/2007;0.0363
02/10/2007;0.0390
03/10/2007;0.0381
04/10/2007;0.0379
05/10/2007;0.0389
08/10/2007;0.0394
09/10/2007;0.0396
10/10/2007;0.0380
11/10/2007;0.0380
15/10/2007;0.0388
16/10/2007;0.0377
17/10/2007;0.0380
18/10/2007;0.0395
19/10/2007;0.0388
22/10/2007;0.0400
23/10/2007;0.0383
24/10/2007;0.0383
25/10/2007;0.0396
26/10/2007;0.0383
29/10/2007;0.0392
30/10/2007;0.0385
31/10/2007;0.0385
01/11/2007;0.0391
05/11/2007;0.0397
06/11/2007;0.0385
07/11/2007;0.0387
08/11/2007;0.0401
09/11/2007;0.0381
12/11/2007;0.0406
13/11/2007;0.0391
14/11/2007;0.0387
16/11/2007;0.0391
19/11/2007;0.0404
20/11/2007;0.0371
21/11/2007;0.0350
22/11/2007;0.0382
23/11/2007;0.0396
26/11/2007;0.0398
27/11/2007;0.0385
28/11/2007;0.0388
29/11/2007;0.0391
30/11/2007;0.0410
03/12/2007;0.0403
04/12/2007;0.0389
05/12/2007;0.0384
06/12/2007;0.0409
07/12/2007;0.0384
10/12/2007;0.0398
11/12/2007;0.0396
12/12/2007;0.0389
13/12/2007;0.0392
14/12/2007;0.0389
17/12/2007;0.0409
18/12/2007;0.0399
19/12/2007;0.0396
20/12/2007;0.0372
21/12/2007;0.0402
24/12/2007;0.0378
26/12/2007;0.0394
27/12/2007;0.0396
28/12/2007;0.0395
31/12/2007;0.0322
02/01/2008;0.0404
03/01/2008;0.0404
04/01/2008;0.0392
07/01/2008;0.0398
08/01/2008;0.0392
09/01/2008;0.0382
10/01/2008;0.0413
11/01/2008;0.0388
14/01/2008;0.0388
15/01/2008;0.0391
16/01/2008;0.0398
17/01/2008;0.0390
18/01/2008;0.0384
21/01/2008;0.0392
22/01/2008;0.0394
23/01/2008;0.0391
24/01/2008;0.0336
25/01/2008;0.0378
28/01/2008;0.0392
29/01/2008;0.0393
30/01/2008;0.0389
31/01/2008;0.0397
01/02/2008;0.0393
06/02/2008;0.0399
07/02/2008;0.0384
08/02/2008;0.0385
11/02/2008;0.0383
12/02/2008;0.0396
13/02/2008;0.0392
14/02/2008;0.0391
15/02/2008;0.0379
18/02/2008;0.0397
19/02/2008;0.0393
20/02/2008;0.0390
21/02/2008;0.0393
22/02/2008;0.0380
25/02/2008;0.0390
26/02/2008;0.0372
27/02/2008;0.0386
28/02/2008;0.0387
29/02/2008;0.0383
03/03/2008;0.0390
04/03/2008;0.0390
05/03/2008;0.0391
06/03/2008;0.0388
07/03/2008;0.0379
10/03/2008;0.0398
11/03/2008;0.0383
12/03/2008;0.0383
13/03/2008;0.0394
14/03/2008;0.0398
17/03/2008;0.0405
18/03/2008;0.0387
19/03/2008;0.0396
20/03/2008;0.0393
24/03/2008;0.0406
25/03/2008;0.0384
26/03/2008;0.0356
27/03/2008;0.0402
28/03/2008;0.0398
31/03/2008;0.0398
01/04/2008;0.0406
02/04/2008;0.0400
03/04/2008;0.0401
04/04/2008;0.0387
07/04/2008;0.0408
08/04/2008;0.0435
09/04/2008;0.0401
10/04/2008;0.0405
11/04/2008;0.0417
14/04/2008;0.0413
15/04/2008;0.0399
16/04/2008;0.0406
17/04/2008;0.0408
18/04/2008;0.0418
22/04/2008;0.0419
23/04/2008;0.0408
24/04/2008;0.0415
25/04/2008;0.0419
28/04/2008;0.0426
29/04/2008;0.0413
30/04/2008;0.0417
02/05/2008;0.0399
05/05/2008;0.0425
06/05/2008;0.0426
07/05/2008;0.0425
08/05/2008;0.0427
09/05/2008;0.0414
12/05/2008;0.0435
13/05/2008;0.0431
14/05/2008;0.0427
15/05/2008;0.0422
16/05/2008;0.0426
19/05/2008;0.0427
20/05/2008;0.0355
21/05/2008;0.0482
23/05/2008;0.0419
26/05/2008;0.0437
27/05/2008;0.0457
28/05/2008;0.0433
29/05/2008;0.0422
30/05/2008;0.0422
02/06/2008;0.0434
03/06/2008;0.0425
04/06/2008;0.0418
05/06/2008;0.0418
06/06/2008;0.0419
09/06/2008;0.0452
10/06/2008;0.0423
11/06/2008;0.0423
12/06/2008;0.0421
13/06/2008;0.0425
16/06/2008;0.0437
17/06/2008;0.0415
18/06/2008;0.0538
19/06/2008;0.0414
20/06/2008;0.0429
23/06/2008;0.0431
24/06/2008;0.0442
25/06/2008;0.0428
26/06/2008;0.0409
27/06/2008;0.0418
30/06/2008;0.0406
01/07/2008;0.0415
02/07/2008;0.0438
03/07/2008;0.0438
04/07/2008;0.0431
07/07/2008;0.0426
08/07/2008;0.0433
09/07/2008;0.0428
10/07/2008;0.0432
11/07/2008;0.0436
14/07/2008;0.0454
15/07/2008;0.0426
16/07/2008;0.0435
17/07/2008;0.0426
18/07/2008;0.0437
21/07/2008;0.0446
22/07/2008;0.0435
23/07/2008;0.0450
24/07/2008;0.0448
25/07/2008;0.0455
28/07/2008;0.0443
29/07/2008;0.0441
30/07/2008;0.0447
31/07/2008;0.0443
01/08/2008;0.0433
04/08/2008;0.0452
05/08/2008;0.0448
06/08/2008;0.0444
07/08/2008;0.0465
08/08/2008;0.0450
11/08/2008;0.0456
12/08/2008;0.0464
13/08/2008;0.0465
14/08/2008;0.0463
15/08/2008;0.0460
18/08/2008;0.0457
19/08/2008;0.0454
20/08/2008;0.0453
21/08/2008;0.0462
22/08/2008;0.0458
25/08/2008;0.0468
26/08/2008;0.0463
27/08/2008;0.0468
28/08/2008;0.0468
29/08/2008;0.0487
01/09/2008;0.0463
02/09/2008;0.0464
03/09/2008;0.0450
04/09/2008;0.0459
05/09/2008;0.0463
08/09/2008;0.0473
09/09/2008;0.0461
10/09/2008;0.0455
11/09/2008;0.0467
12/09/2008;0.0472
15/09/2008;0.0482
16/09/2008;0.0476
17/09/2008;0.0370
18/09/2008;0.0475
19/09/2008;0.0447
22/09/2008;0.0490
23/09/2008;0.0465
24/09/2008;0.0481
25/09/2008;0.0479
26/09/2008;0.0479
29/09/2008;0.0484
30/09/2008;0.0470
01/10/2008;0.0484
02/10/2008;0.0473
03/10/2008;0.0483
06/10/2008;0.0468
07/10/2008;0.0477
08/10/2008;0.0485
09/10/2008;0.0455
10/10/2008;0.0483
13/10/2008;0.0477
14/10/2008;0.0488
15/10/2008;0.0494
16/10/2008;0.0494
17/10/2008;0.0494
20/10/2008;0.0477
21/10/2008;0.0484
22/10/2008;0.0470
23/10/2008;0.0524
24/10/2008;0.0494
27/10/2008;0.0483
28/10/2008;0.0471
29/10/2008;0.0486
30/10/2008;0.0487
31/10/2008;0.0455
03/11/2008;0.0478
04/11/2008;0.0481
05/11/2008;0.0491
06/11/2008;0.0475
07/11/2008;0.0470
10/11/2008;0.0470
11/11/2008;0.0478
12/11/2008;0.0480
13/11/2008;0.0481
14/11/2008;0.0482
17/11/2008;0.0473
18/11/2008;0.0489
19/11/2008;0.0473
20/11/2008;0.0466
21/11/2008;0.0462
24/11/2008;0.0479
25/11/2008;0.0474
26/11/2008;0.0477
27/11/2008;0.0483
28/11/2008;0.0519
01/12/2008;0.0464
02/12/2008;0.0477
03/12/2008;0.0471
04/12/2008;0.0464
05/12/2008;0.0449
08/12/2008;0.0461
09/12/2008;0.0471
10/12/2008;0.0486
11/12/2008;0.0466
12/12/2008;0.0465
15/12/2008;0.0474
16/12/2008;0.0465
17/12/2008;0.0465
18/12/2008;0.0464
19/12/2008;0.0488
22/12/2008;0.0453
23/12/2008;0.0467
24/12/2008;0.0471
26/12/2008;0.0460
29/12/2008;0.0478
30/12/2008;0.0470
31/12/2008;0.0460
02/01/2009;0.0452
05/01/2009;0.0457
06/01/2009;0.0445
07/01/2009;0.0453
08/01/2009;0.0443
09/01/2009;0.0466
12/01/2009;0.0469
13/01/2009;0.0471
14/01/2009;0.0471
15/01/2009;0.0459
16/01/2009;0.0448
19/01/2009;0.0466
20/01/2009;0.0452
21/01/2009;0.0434
22/01/2009;0.0445
23/01/2009;0.0441
26/01/2009;0.0444
27/01/2009;0.0441
28/01/2009;0.0451
29/01/2009;0.0447
30/01/2009;0.0438
02/02/2009;0.0439
03/02/2009;0.0431
04/02/2009;0.0440
05/02/2009;0.0421
06/02/2009;0.0445
09/02/2009;0.0435
10/02/2009;0.0436
11/02/2009;0.0445
12/02/2009;0.0452
13/02/2009;0.0448
16/02/2009;0.0446
17/02/2009;0.0406
18/02/2009;0.0446
19/02/2009;0.0421
20/02/2009;0.0439
25/02/2009;0.0416
26/02/2009;0.0414
27/02/2009;0.0431
02/03/2009;0.0420
03/03/2009;0.0420
04/03/2009;0.0422
05/03/2009;0.0406
06/03/2009;0.0416
09/03/2009;0.0404
10/03/2009;0.0396
11/03/2009;0.0400
12/03/2009;0.0400
13/03/2009;0.0397
16/03/2009;0.0397
17/03/2009;0.0396
18/03/2009;0.0410
19/03/2009;0.0402
20/03/2009;0.0397
23/03/2009;0.0402
24/03/2009;0.0244
25/03/2009;0.0395
26/03/2009;0.0404
27/03/2009;0.0399
30/03/2009;0.0400
31/03/2009;0.0370
01/04/2009;0.0398
02/04/2009;0.0397
03/04/2009;0.0393
06/04/2009;0.0388
07/04/2009;0.0394
08/04/2009;0.0391
09/04/2009;0.0386
13/04/2009;0.0375
14/04/2009;0.0375
15/04/2009;0.0383
